,municipio,codEstacao,uf,nomeEstacao,latitude,longitude,datahora,valorMedida,Time,Date
168,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 10:10:00,0.2,10:10,2019-01-05
169,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 10:50:00,0.0,10:50,2019-01-05
170,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 11:30:00,0.2,11:30,2019-01-05
171,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 11:50:00,0.0,11:50,2019-01-05
172,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 12:50:00,0.2,12:50,2019-01-05
173,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 13:50:00,0.0,13:50,2019-01-05
174,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 14:10:00,0.2,14:10,2019-01-05
175,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 14:50:00,0.0,14:50,2019-01-05
176,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 15:10:00,0.2,15:10,2019-01-05
177,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 15:50:00,0.0,15:50,2019-01-05
178,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 16:20:00,0.2,16:20,2019-01-05
179,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 16:50:00,0.0,16:50,2019-01-05
180,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 17:20:00,0.2,17:20,2019-01-05
181,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 17:50:00,0.0,17:50,2019-01-05
182,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 18:30:00,0.2,18:30,2019-01-05
183,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 18:50:00,0.0,18:50,2019-01-05
184,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 19:30:00,0.2,19:30,2019-01-05
185,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 19:50:00,0.0,19:50,2019-01-05
186,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 20:40:00,0.2,20:40,2019-01-05
187,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 20:50:00,0.0,20:50,2019-01-05
